ticker,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,,url,d_domain[],address1,address2,city,state,zip,country,fullTimeEmployees,,url,TickerSymbol,dk,CorpNameKITTB,CorpAddress,CorpCity,CorpState,CorpZip,CorpCountry,PublicOrPrivate,NumEmployees,Industry,SIC,SIC2,Ticker match
CLB,Core Laboratories N.V.,38.17,$1.69B,1995,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/clb,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CLB,corelab.com,Tower A,Level 9 Strawinskylaan 913,Amsterdam,,1077 XX,Netherlands,4500,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=corelab.com,,corelab.com,SAYBOLT LP,1809 MAGNOLIA AVE,PORT NECHES,TX,77651,US,Private,540,Industrial and Commercial Machinery,5084,50,
CLBK,"Columbia Financial, Inc.",15.14,$1.75B,2018,Finance,Savings Institutions,https://www.nasdaq.com/symbol/clbk,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CLBK,columbiabankonline.com,19-01 Route 208 North,,Fair Lawn,NJ,7410,United States,546,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=columbiabankonline.com,,columbiabankonline.com,COLUMBIA BANK NEW JERSEY,19-01 ROUTE 208 N,FAIR LAWN,NJ,7410,US,Private,25,Banks and Depository Institutions,6021,60,
CLCT,"Collectors Universe, Inc.",23.76,$217.36M,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/clct,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CLCT,collectorsuniverse.com,1610 East Saint Andrew Place,,Santa Ana,CA,92705,United States,343,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=collectorsuniverse.com,,collectorsuniverse.com,COLLECTORS UNIVERSE INC,1921 E ALTON AVE,SANTA ANA,CA,92705,US,Private,257,Business Services (Miscellaneous),7389,73,
CLDB,Cortland Bancorp,22.5,$98.52M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cldb,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CLDB,cortlandbank.com,194 West Main Street,,Cortland,OH,44410,United States,162,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=cortlandbank.com,,cortlandbank.com,CORTLAND BANK,194 W MAIN ST,CORTLAND,OH,44410,US,Private,125,,,,
CLDC,China Lending Corporation,0.5498,$13.9M,2014,Finance,Diversified Financial Services,https://www.nasdaq.com/symbol/cldc,,https://crawl.versium.com/finance.php?cmd=readall&ticker=HLG,hailiangedu.com,1508 Binsheng Road,Binjiang District,Hangzhou,,310052,China,4129,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=hailiangedu.com, , , , , , , , , , , , , ,
CLDR,"Cloudera, Inc.",6.51,$1.79B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cldr,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CLDR,cloudera.com,395 Page Mill Road,,Palo Alto,CA,94306,United States,2700,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=cloudera.com,CLDR,cloudera.com,CLOUDERA,395 PAGE MILL RD,PALO ALTO,CA,94306,US,Public,3000,"Business Services (Software, Programming, IT)",7372,,TRUE
CLDT,Chatham Lodging Trust (REIT),16.79,$787.78M,2010,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cldt,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CLDT,chathamlodgingtrust.com,222 Lakeview Avenue,Suite 200,West Palm Beach,FL,33401,United States,40,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=chathamlodgingtrust.com,,chathamlodgingtrust.com,CHATHAM LODGING TRUST,50 COCOANUT ROW STE 200,PALM BEACH GARDENS,FL,,US,Private,0,Investment and Holding,6726,67,
CLDX,"Celldex Therapeutics, Inc.",2.15,$32.29M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/cldx,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CLDX,celldex.com,Perryville III Building,Suite 220 53 Frontage Road,Hampton,NJ,8827,United States,133,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=celldex.com,,celldex.com,CELLDEX THERAPEUTICS,53 FRONTAGE RD STE 220,HAMPTON,NJ,8827,US,Private,175,Chemicals (Pharmaceutical and Drug),2835,28,
CLF,Cleveland-Cliffs Inc.,8.19,$2.21B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/clf,,https://crawl.versium.com/finance.php?cmd=readall&ticker=GOOS,canadagoose.com,250 Bowie Avenue,,Toronto,ON,M6E 4Y2,Canada,3932,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=canadagoose.com, , , , , , , , , , , , , ,
CLFD,"Clearfield, Inc.",11.65,$159.04M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/clfd,,https://crawl.versium.com/finance.php?cmd=readall&ticker=DS,driveshack.com,111 West 19th Street,8th Floor,New York,NY,10011,United States,3923,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=driveshack.com, , , , , , , , , , , , , ,
CLGN,CollPlant Biotechnologies Ltd.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/clgn,,https://crawl.versium.com/finance.php?cmd=readall&ticker=PLCE,childrensplace.com,500 Plaza Drive,,Secaucus,NJ,7094,United States,3900,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=childrensplace.com, , , , , , , , , , , , , ,
CLGX,"CoreLogic, Inc.",45.53,$3.65B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/clgx,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CLGX,corelogic.com,40 Pacifica,Suite 900,Irvine,CA,92618,United States,5800,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=corelogic.com,CLGX,corelogic.com,CORELOGIC,40 PACIFICA STE 900,IRVINE,CA,92705,US,Public,6500,"Business Services (Software, Programming, IT)",7374,65,TRUE
CLH,"Clean Harbors, Inc.",74.72,$4.17B,n/a,Basic Industries,Environmental Services,https://www.nasdaq.com/symbol/clh,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CLH,cleanharbors.com,42 Longwater Drive,,Norwell,MA,2061,United States,14200,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=cleanharbors.com,CLH,cleanharbors.com,CLEAN HARBORS,42 LONGWATER DR BOX 9149,NORWELL,MA,2061,US,Public,12700,,4955,42,TRUE
CLI,Mack-Cali Realty Corporation,21.8,$1.97B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cli,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CLI,mack-cali.com,Harborside 3,Suite 400 210 Hudson Street,Jersey City,NJ,7311,United States,352,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=mack-cali.com,CLI,mack-cali.com,MACK-CALI REALTY CORPORATION,HARBORSIDE 3 210 HUDSON ST STE 400,JERSEY CITY,NJ,8837,US,Public,750,Investment and Holding,6798,65,TRUE
CLIR,ClearSign Combustion Corporation,1.1401,$30.44M,2012,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/clir,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CLIR,clearsign.com,12870 Interurban Avenue South,,Seattle,WA,98168,United States,15,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=clearsign.com,CLIR,clearsign.com,CLEARSIGN COMBUSTION CORPORATION,12870 INTERURBAN AVENUE S,SEATTLE,WA,98168,US,Public,16,Laboratory Equipment and Measurement Devices,3823,37,TRUE
CLLS,Cellectis S.A.,12.21,$518.26M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/clls,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CLLS,cellectis.com,"8, rue de la Croix Jarry",,Paris,,75013,France,161,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=cellectis.com,,cellectis.com,CELLECTIS,,PARIS,,,FR,Private,75,Health Services (Medical Laboratory),8071,80,
CLMT,"Calumet Specialty Products Partners, L.P.",4.07,$315.65M,2006,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/clmt,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CLMT,calumetspecialty.com,2780 Waterfront Parkway East Drive,Suite 200,Indianapolis,IN,46214,United States,1700,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=calumetspecialty.com,CLMT,calumetspecialty.com,CALUMET SPECIALTY PRODUCTS PARTNERS LP,2780 WATERFRONT PARKWAY E DR STE 200,INDIANAPOLIS,IN,46214,US,Public,1600,Petroleum (Refining),2911,29,TRUE
CLNC,"Colony Credit Real Estate, Inc.",13.45,$1.73B,2018,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/clnc,,https://crawl.versium.com/finance.php?cmd=readall&ticker=BIOS,optioncarehealth.com,3000 Lakeside Drive,Suite 300N,Bannockburn,IL,60015,United States,3869,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=optioncarehealth.com, , , , , , , , , , , , , ,
CLNE,Clean Energy Fuels Corp.,1.98,$405.33M,2007,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/clne,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CLNE,cleanenergyfuels.com,4675 MacArthur Court,Suite 800,Newport Beach,CA,92660,United States,401,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=cleanenergyfuels.com,CLNE,cleanenergyfuels.com,CLEAN ENERGY FUELS,4675 MACARTHUR CT STE 800,NEWPORT BEACH,CA,92660,US,Public,3000,"Utilities (Electric, Gas, Sanitary)",4932,49,TRUE
CLNY,"Colony Capital, Inc.",4.59,$2.24B,2014,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/clny,,https://crawl.versium.com/finance.php?cmd=readall&ticker=FANH,fanhuaholdings.com,Pearl River Tower,27th Floor No. 15 West Zhujiang Road,Guangzhou,,510623,China,3863,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=fanhuaholdings.com, , , , , , , , , , , , , ,
CLPR,Clipper Realty Inc.,11,$195.96M,2017,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/clpr,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CGC,canopygrowth.com,1 Hershey Drive,,Smiths Falls,ON,K7A 0A8,Canada,3850,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=canopygrowth.com, , , , , , , , , , , , , ,
CLPS,CLPS Incorporation,5.1915,$72.23M,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/clps,,https://crawl.versium.com/finance.php?cmd=readall&ticker=STG,sunlands.com,Building 4-6,"Chaolai Science Park No. 36, Chuangyuan Road Chaoyang District",Beijing,,100012,China,3847,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=sunlands.com, , , , , , , , , , , , , ,
CLR,"Continental Resources, Inc.",28.94,$10.83B,2007,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/clr,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CLR,clr.com,20 North Broadway,,Oklahoma City,OK,73102,United States,1221,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=clr.com,CLR,contres.com,CONTINENTAL RESOURCES,20 N BROADWAY,OKLAHOMA CITY,OK,73102,US,Public,1127,Oil And Gas Extraction,1311,13,TRUE
CLRB,"Cellectar Biosciences, Inc.",2.11,$19.83M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clrb,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CLRB,cellectar.com,100 Campus Drive,,Florham Park,NJ,7932,United States,7,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=cellectar.com,NVLT,cellectar.com,CELLECTAR BIOSCIENCES,3301 AGRICULTURE DR,MADISON,WI,53716,US,Public,24,Chemicals (Pharmaceutical and Drug),2834,28,FALSE
CLRO,"ClearOne, Inc.",n/a,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/clro,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CLRO,clearone.com,Edgewater Corporate Park South Tower,5225 Wiley Post Way Suite 500,Salt Lake City,UT,84116,United States,130,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=clearone.com,CLRO,clearone.com,CLEARONE,5225 WILEY POST WAY STE 500,SALT LAKE CITY,UT,,US,Public,75,Electronics and Electronic Components,3661,36,TRUE
CLS,"Celestica, Inc.",6.52,$716.04M,1998,Technology,Electrical Products,https://www.nasdaq.com/symbol/cls,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CLS,celestica.com,5140 Yonge Street,Suite 1900,Toronto,ON,M2N 6L7,Canada,23600,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=celestica.com,CLS,celestica.com,CELESTICA,844 DON MILLS ROAD,TORONTO,ON,,CA,Public,28000,Electronics and Electronic Components,3672,36,TRUE
CLSD,"Clearside Biomedical, Inc.",1.2,$45.31M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clsd,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CLSD,clearsidebio.com,900 North Point Parkway,Suite 200,Alpharetta,GA,30005,United States,50,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=clearsidebio.com,,clearsidebio.com,CLEARSIDE BIOMEDICAL,1220 OLD ALPHARETTA RD STE 300,ALPHARETTA,GA,30005,US,Private,30,,,,
CLSN,Celsion Corporation,1.69,$34.62M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clsn,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CLSN,celsion.com,997 Lenox Drive,Suite 100,Lawrenceville,NJ,8648,United States,29,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=celsion.com,CLSN,celsion.com,CELSION,997 LENOX DR STE 100,LAWRENCEVILLE,NJ,8648,US,Public,30,Chemicals (Pharmaceutical and Drug),2834,38,TRUE
CLUB,"Town Sports International Holdings, Inc.",1.3,$36.36M,2006,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/club,,https://crawl.versium.com/finance.php?cmd=readall&ticker=JAX,jalexandersholdings.com,3401 West End Avenue,Suite 260,Nashville,TN,37203,United States,3800,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=jalexandersholdings.com, , , , , , , , , , , , , ,
CLVS,"Clovis Oncology, Inc.",5.34,$291.87M,2011,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clvs,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CLVS,clovisoncology.com,5500 Flatiron Parkway,Suite 100,Boulder,CO,80301,United States,468,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=clovisoncology.com,,willkie.com,WILLKIE FARR GALLAGHER LLP,WILLKIE FARR GALLAGHER LLP 1875 K STREET NW,WASHINGTON,DC,,US,Private,7500,Legal Services,8111,81,
CLW,Clearwater Paper Corporation,16.94,$279.77M,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/clw,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CLW,clearwaterpaper.com,601 West Riverside Avenue,Suite 1100,Spokane,WA,99201,United States,3130,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=clearwaterpaper.com,CLW,clearwaterpaper.com,CLEARWATER PAPER,601 W RIVERSIDE AVE STE 1100,SPOKANE,WA,99201,US,Public,3000,Paper (Mills),2631,24,TRUE
CLX,Clorox Company (The),157.29,$20.03B,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/clx,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CLX,thecloroxcompany.com,1221 Broadway,,Oakland,CA,94612,United States,8800,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=thecloroxcompany.com,CLX,thecloroxcompany.com,THE CLOROX COMPANY,THE CLOROX COMPANY 1221 BROADWAY,OAKLAND,CA,94612,US,Public,8700,"Chemicals (Soap, Cosmetic, Specialty)",2842,28,TRUE
CLXT,"Calyxt, Inc.",6.8,$223.49M,2017,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/clxt,,https://crawl.versium.com/finance.php?cmd=readall&ticker=LOGM,logmeininc.com,320 Summer Street,,Boston,MA,2210,United States,3763,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=logmeininc.com, , , , , , , , , , , , , ,
CM,Canadian Imperial Bank of Commerce,74.42,$33.11B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/cm,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CM,cibc.com,Commerce Court,,Toronto,ON,M5L 1A2,Canada,45763,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=cibc.com,CM,cibc.com,CIBC BANK,"PO BOX 770, SUITE 4440 BCE PLACE, 181 BAY STREET",TORONTO ONTARIO,ON,60603,CA,Public,44220,Banks and Depository Institutions,6029,60,TRUE
CMA,Comerica Incorporated,59.77,$8.93B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cma,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CMA,comerica.com,Comerica Bank Tower,1717 Main Street MC 6404,Dallas,TX,75201,United States,7693,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=comerica.com,CMA,comerica.com,COMERICA INCORPORATED,1717 MAIN STREET MC6404 ATTN DARLENE PERSONS,DALLAS,TX,75201,US,Public,8190,Banks and Depository Institutions,6021,60,TRUE
CMBM,Cambium Networks Corporation,9.14,$234.28M,2019,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/cmbm,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CMBM,cambiumnetworks.com,3800 Golf Road,Suite 360,Rolling Meadows,IL,60008,United States,516,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=cambiumnetworks.com,,cambiumnetworks.com,CAMBIUM NETWORKS,3800 GOLF RD STE 360,ROLLING MEADOWS,IL,60008,US,Private,0,,,,
CMC,Commercial Metals Company,15.7,$1.85B,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/cmc,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CMC,cmc.com,6565 North MacArthur Boulevard,Suite 800,Irving,TX,75039,United States,8900,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=cmc.com,CMC,cmc.com,COMMERCIAL METALS COMPANY,6565 N MACARTHUR BLVD STE 800,IRVING,TX,,US,Public,8900,"Metal (Foundaries, Mills, Refining, Processing)",3312,50,TRUE
CMCM,Cheetah Mobile Inc.,3.11,$445.77M,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cmcm,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CMCM,cmcm.com,Building No. 8,Hui Tong Times Square Yaojiayuan South Road,Beijing,,100123,China,2592,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=cmcm.com,CMCM,cmcm.com,CHEETAH MOBILE,"BUILDING NO. 8, HUI TONG TIMES SQUARE YAOJIAYUAN SOUTH ROAD",BEIJING,,,CN,Public,1178,"Business Services (Software, Programming, IT)",7372,87,TRUE
CMCO,Columbus McKinnon Corporation,32.84,$775.73M,1996,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/cmco,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CMCO,cmworks.com,205 Crosspoint Parkway,,Getzville,NY,14068,United States,3128,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=cmworks.com,CMCO,cmworks.com,COLUMBUS MC KINNON CORP,205 CROSSPOINT PKWY,GETZVILLE,NY,14228,US,Public,3000,Industrial and Commercial Machinery,3531,35,TRUE
CMCT,CIM Commercial Trust Corporation,22.46,$983.9M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cmct,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CMCT,cimcommercial.com,17950 Preston Road,Suite 600,Dallas,TX,75252,United States,5,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=cimcommercial.com,,cimcommercial.com,CIM COMMERCIAL TRUST CORP,17950 PRESTON RD STE 600,DALLAS,TX,75252,US,Private,10,Securities and Commodities,6211,62,
CMD,Cantel Medical Corp.,88.68,$3.7B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cmd,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CMD,cantelmedical.com,150 Clove Road,9th Floor,Little Falls,NJ,7424,United States,2693,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=cantelmedical.com,CMD,cantelmedical.com,CANTEL MEDICAL,OVERLOOK AT GREAT NOTCH 150 CLOVE RD,LITTLE FALLS,NJ,,US,Public,2300,Medical / Dental Devices and Supplies,3841,38,TRUE
CME,CME Group Inc.,208.34,$74.61B,2002,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cme,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CME,cmegroup.com,20 South Wacker Drive,,Chicago,IL,60606,United States,4590,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=cmegroup.com,CME,cmegroup.com,CME GROUP,20 S WACKER DR,CHICAGO,IL,60606,US,Public,2830,,6200,62,TRUE
CMFN,CM Finance Inc,7.19,$97.93M,2014,n/a,n/a,https://www.nasdaq.com/symbol/cmfn,,https://crawl.versium.com/finance.php?cmd=readall&ticker=NESR,nesr.com,777 Post Oak Boulevard,7th Floor Suite 730,Houston,TX,77056,United States,3700,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=nesr.com, , , , , , , , , , , , , ,
CMG,"Chipotle Mexican Grill, Inc.",796.57,$22.08B,2006,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/cmg,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CMG,chipotle.com,610 Newport Center Drive,Suite 1300,Newport Beach,CA,92660,United States,73000,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=chipotle.com,CMG,chipotle.com,CHIPOTLE MEXICAN GRILL,610 NEWPORT CENTER DR STE 1300,NEWPORT BEACH,CA,,US,Public,64570,Eating And Drinking Places,5812,58,TRUE
CMI,Cummins Inc.,144.49,$22.8B,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cmi,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CMI,cummins.com,500 Jackson Street,Box 3005,Columbus,IN,47202,United States,62600,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=cummins.com,CMI,cummins.com,CUMMINS,500 JACKSON ST BOX 3005 MAIL CODE 60207,COLUMBUS,IN,47201,US,Public,58600,,3510,35,TRUE
CMLS,Cumulus Media Inc.,14.19,$241.65M,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/cmls,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CMLS,cumulusmedia.com,"3280 Peachtree Road, NW",Suite 2200,Atlanta,GA,30305,United States,3449,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=cumulusmedia.com,,cumulusmedia.com,CUMULUS MEDIA,631 MAIN ST,BATON ROUGE,LA,70801,US,Private,0,,,,
CMO,Capstead Mortgage Corporation,7.99,$755.91M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cmo,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CMO,capstead.com,8401 North Central Expressway,Suite 800,Dallas,TX,75225,United States,15,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=capstead.com,CMO,capstead.com,CAPSTEAD MORTGAGE CORPORATION,8401 N CENTRAL EXPRESSWAY STE 800,DALLAS,TX,75225,US,Public,30,Investment and Holding,6798,67,TRUE
CMP,"Compass Minerals International, Inc.",48.61,$1.65B,2003,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/cmp,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CMP,compassminerals.com,9900 West 109th Street,Suite 100,Overland Park,KS,66210,United States,3000,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=compassminerals.com,CMP,compassminerals.com,COMPASS MINERALS,9900 W 109TH ST STE 100,OVERLAND PARK,KS,66210,US,Public,1778,Mining (Non-metallic),1474,14,TRUE
CMPR,Cimpress N.V,114.98,$3.49B,n/a,Miscellaneous,Publishing,https://www.nasdaq.com/symbol/cmpr,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CMPR,cimpress.com,Building D,Xerox Technology Park A91 H9N9,Dundalk,,,Ireland,12000,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=cimpress.com,CMPR,cimpress.com,CIMPRESS,"BUILDING D, XEROX TECHNOLOGY PARK","DUNDALK, COUNTY LOUTH",,2451,IE,Public,10700,,2750,27,TRUE
CMRE,Costamare Inc.,5.21,$596.55M,2010,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/cmre,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CMRE,costamare.com,7 Rue du Gabian,,Monaco,,98000,Monaco,1680,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=costamare.com,CMRE,costamare.com,COSTAMARE,7 RUE DU GABIAN,MONACO,,,MC,Public,2500,Transportation (Maritime),4412,44,TRUE
CMRX,"Chimerix, Inc.",2.69,$164.82M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cmrx,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CMRX,chimerix.com,2505 Meridian Parkway,Suite 100,Durham,NC,27713,United States,40,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=chimerix.com,CMRX,chimerix.com,CHIMERIX,2505 MERIDIAN PKWY STE 100,DURHAM,NC,27713,US,Public,75,Chemicals (Pharmaceutical and Drug),2834,28,TRUE
CMS,CMS Energy Corporation,59.77,$16.96B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/cms,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CMS,cmsenergy.com,One Energy Plaza,,Jackson,MI,49201,United States,7957,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=cmsenergy.com,CMS,cmsenergy.com,CMS ENERGY CORPORATION,ONE ENERGY PLAZA,JACKSON,MI,,US,Public,7887,"Utilities (Electric, Gas, Sanitary)",4931,49,TRUE
CMT,Core Molding Technologies Inc,6.14,$50.77M,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/cmt,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CMT,coremt.com,800 Manor Park Drive,,Columbus,OH,43228,United States,2190,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=coremt.com,CMT,coremt.com,CORE MOLDING TECHNOLOGIES,800 MANOR PARK DR BOX 28183,COLUMBUS,OH,43228,US,Public,3000,Rubber And Plastics Products,3089,30,TRUE
